location,bedrooms,bathrooms,toilets,area_sqm,type,price_naira,source
"Chervon Alternative, Lekki Phase 2 Lekki Phase 2 Lekki Lagos",4.0,4.0,5.0,,4 BEDROOM SEMI DETACHED DUPLEX,,privateproperty
Ikoyi Ikoyi Ikoyi Lagos,4.0,4.0,5.0,,4 BEDROOM TERRACE,,privateproperty
Chevron Lekki Phase 2 Lekki Lagos,5.0,5.0,6.0,,5 BEDROOM DETACHED DUPLEX,,privateproperty
"Ikota Villa Estate, Lekki Phase 2 Ikota Lekki Lagos",4.0,4.0,5.0,,4 BEDROOM DETACHED DUPLEX,,privateproperty
Thompson Avenue Ikoyi Lagos,3.0,3.0,4.0,,3 BEDROOM FLAT & APARTMENT,,privateproperty
Ikoyi Lagos Ikoyi Ikoyi Lagos,4.0,4.0,5.0,,4 BEDROOM TERRACED DUPLEX,,privateproperty
Ikoyi Ikoyi Ikoyi Lagos,4.0,4.0,5.0,,4 BEDROOM TERRACE,,privateproperty
Gated Estate In Thomas Estate Thomas Estate Ajah Lagos,4.0,4.0,5.0,,4 BEDROOM DUPLEX,,privateproperty
Parkview Ikoyi Parkview Estate Ikoyi Lagos,10.0,10.0,10.0,,10 BEDROOM BLOCK OF FLATS,,privateproperty
"Royal Pine 3, Orchid Lekki Phase 2 Lekki Lagos",1.0,1.0,1.0,,1 BEDROOM STUDIO APARTMENT,,privateproperty
Glover Rd Ikoyi Lagos,4.0,4.0,5.0,,4 BEDROOM FLAT & APARTMENT,,privateproperty
Abijo Ibeju Lekki Abijo Ajah Lagos,,,1.0,,SHOP,,privateproperty
Lekki Phase 1 Lagos,3.0,3.0,4.0,,3 BEDROOM BLOCK OF FLATS,,privateproperty
Chisco Ikate Lekki Ikate Elegushi Lekki Lagos,3.0,3.0,4.0,,3 BEDROOM BLOCK OF FLATS,,privateproperty
Banana Island Ikoyi Banana Island Ikoyi Lagos,4.0,4.0,5.0,,4 BEDROOM DUPLEX,,privateproperty
Friend's Colony Osapa London Lekki Phase 1 Lekki Lagos,2.0,2.0,3.0,,2 BEDROOM FLAT & APARTMENT,,privateproperty
Ikoyi Lagos Ikoyi Ikoyi Lagos,4.0,4.0,5.0,,4 BEDROOM MAISONETTE,,privateproperty
Lekki Conservative Lekki Phase 1 Lekki Lagos,4.0,4.0,5.0,,4 BEDROOM DUPLEX,,privateproperty
"Opposite Orchid Hospital, Lekki Phase 2 Lekki Phase 2 Lekki Lagos",1.0,1.0,1.0,,1 BEDROOM SHARED APARTMENT,,privateproperty
Gra Alice News Estate Ikota Lekki Lagos,4.0,4.0,4.0,,4 BEDROOM TERRACED DUPLEX,,privateproperty
Osapa London Lekki Phase 1 Lekki Lagos,1.0,1.0,1.0,,1 BEDROOM SHARED APARTMENT,,privateproperty
Oniru Estate Oniru Victoria Island Lagos,3.0,3.0,4.0,,3 BEDROOM BLOCK OF FLATS,,privateproperty
Ajah Lagos,4.0,,,,4 BEDROOM SEMI DETACHED DUPLEX For Sale,,privateproperty
"Ikota, Lekki Phase 2 Lekki Phase 2 Lekki Lagos",4.0,4.0,5.0,,4 BEDROOM DETACHED DUPLEX,,privateproperty
Lekki Phase One Lekki Phase 1 Lekki Lagos,2.0,2.0,3.0,,2 BEDROOM BLOCK OF FLATS,,privateproperty
Victoria Island Victoria Island Lagos,,,10.0,,COMMERCIAL PROPERTY,,privateproperty
Lekki Scheme 2 Abraham Adesuya Abraham Adesanya Ajah Lagos,2.0,2.0,3.0,,2 BEDROOM BLOCK OF FLATS,,privateproperty
Ikate Lekki Phase One Lekki Phase 1 Lekki Lagos,2.0,2.0,3.0,,2 BEDROOM BLOCK OF FLATS,,privateproperty
Ikate Elegushi Freedom Way Lekki Lekki Phase 2 Lekki Lagos,2.0,2.0,3.0,,2 BEDROOM DETACHED DUPLEX,,privateproperty
Vinjoe Court In Ocean Harbor Estate Orchid Road Lekki Phase 2 Lekki Lagos,1.0,1.0,1.0,,1 BEDROOM SELF CONTAIN,,privateproperty
Victoria Island Lagos Victoria Island Victoria Island Lagos,3.0,3.0,4.0,,3 BEDROOM BLOCK OF FLATS,,privateproperty
Lekki Phase 1 Lekki Phase 1 Lekki Lagos,5.0,5.0,6.0,,5 BEDROOM DETACHED DUPLEX,,privateproperty
"Agungi, Lekki Phase 1 Agungi Lekki Lagos",1.0,1.0,1.0,,1 BEDROOM SHARED APARTMENT,,privateproperty
"Lekky County, Ikota Ikota Lekki Lagos",4.0,4.0,5.0,,4 BEDROOM SEMI DETACHED DUPLEX,,privateproperty
Chevy View Estate By Ada Chevron Drive Lekki Lagos,2.0,3.0,3.0,,2 BEDROOM PENTHOUSE,,privateproperty
Chevron Toll Gate Lekki Lekki Phase 2 Lekki Lagos,4.0,4.0,5.0,,4 BEDROOM SEMI DETACHED DUPLEX,,privateproperty
Idado Ologolo Lekki Lagos,4.0,4.0,5.0,,4 BEDROOM SEMI DETACHED DUPLEX,,privateproperty
Thomas Estate Ajah Thomas Estate Ajah Lagos,4.0,4.0,5.0,,4 BEDROOM TERRACE,,privateproperty
Osapa Lekki Osapa Lekki Lagos,5.0,5.0,6.0,,5 BEDROOM DUPLEX,,privateproperty
Chevron Alternative Chevron Drive Lekki Lagos,5.0,5.0,6.0,,5 BEDROOM DUPLEX,,privateproperty
Orchid Road Lekki Phase 2 Lekki Lagos,5.0,5.0,6.0,,5 BEDROOM DUPLEX,,privateproperty
Lekki Phase One Lekki Phase 1 Lekki Lagos,4.0,4.0,5.0,,4 BEDROOM DUPLEX,,privateproperty
Oral Estate Extension Lekki Phase 2 Lekki Lagos,3.0,3.0,4.0,,3 BEDROOM FLAT & APARTMENT,,privateproperty
"Ikota, Lekki Phase 2 Lekki Phase 2 Lekki Lagos",4.0,4.0,5.0,,4 BEDROOM TERRACED DUPLEX,,privateproperty
Bourdillon Ikoyi Lagos,4.0,4.0,5.0,,4 BEDROOM DETACHED DUPLEX For Sale,,privateproperty
Chevron Alt. Chevron Lekki Lagos,1.0,1.0,1.0,,1 BEDROOM SELF CONTAIN,,privateproperty
Proper Lekki Phase One Lekki Phase 1 Lekki Lagos,5.0,5.0,6.0,,5 BEDROOM DUPLEX,,privateproperty
Ikate Lekki Phase One Lekki Phase 1 Lekki Lagos,2.0,2.0,3.0,,2 BEDROOM BLOCK OF FLATS,,privateproperty
Ikate Lekki Lagos Lekki Phase 1 Lekki Lagos,4.0,4.0,5.0,,4 BEDROOM SEMI DETACHED DUPLEX,,privateproperty
Before Blenco Supermarket Abraham Adesanya Ajah Lagos,4.0,4.0,5.0,,4 BEDROOM TERRACE,,privateproperty
Ikate Lekki Phase One Lekki Phase 1 Lekki Lagos,2.0,2.0,3.0,,2 BEDROOM BLOCK OF FLATS,,privateproperty
"By Nicon, Ikate Lekki Phase 1 Lekki Lagos",2.0,2.0,3.0,,2 BEDROOM FLAT & APARTMENT,,privateproperty
Magodo Phase 2 Magodo Gra Phase 2 Kosofe Ikosi Lagos,2.0,2.0,3.0,,2 BEDROOM FLAT & APARTMENT,,privateproperty
"Lekky County, Ikota, Lekki Phase 2 Ikota Lekki Lagos",4.0,4.0,5.0,,4 BEDROOM HOUSE,,privateproperty
Banana Island Road Onikoyi Mojisola Onikoyi Estate Ikoyi Lagos,3.0,3.0,4.0,,3 BEDROOM BLOCK OF FLATS,,privateproperty
Osapa Osapa Lekki Lagos,4.0,4.0,5.0,,4 BEDROOM SEMI DETACHED DUPLEX,,privateproperty
Lekki Phase 1 Lagos,3.0,3.0,4.0,,3 BEDROOM COMMERCIAL PROPERTY,,privateproperty
Ilasan Ikate Lagos Ikate Elegushi Lekki Lagos,3.0,3.0,3.0,,3 BEDROOM SHARED APARTMENT,,privateproperty
Ikota Ikota Lekki Lagos,4.0,4.0,5.0,,4 BEDROOM TERRACED DUPLEX,,privateproperty
Lekki Lekki Lagos,3.0,3.0,4.0,,3 BEDROOM HOUSE,,privateproperty
Banana Island Ikoyi Lagos,3.0,3.0,4.0,,3 BEDROOM BLOCK OF FLATS,,privateproperty
Canaan Estate Sangotedo Ajah Lagos,3.0,3.0,4.0,,3 BEDROOM BLOCK OF FLATS,,privateproperty
Lekki Phase 1 Lagos Lekki Phase 1 Lekki Lagos,4.0,4.0,4.0,,4 BEDROOM TERRACED DUPLEX,,privateproperty
Lekki Phase 1 Lekki Phase 1 Lekki Lagos,5.0,5.0,7.0,,5 BEDROOM DETACHED DUPLEX,,privateproperty
Chevy View Estate By Ada Chevron Drive Lekki Lagos,2.0,3.0,3.0,,2 BEDROOM PENTHOUSE,,privateproperty
Lekki Phase 1 Lekki Lagos,4.0,4.0,5.0,,4 BEDROOM TERRACED DUPLEX,,privateproperty
Walkable To Pen Cinema Bustop Pen Cinema Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Gold Carden Estate Micon Akowonjo/egbeda Akowonjo Alimosho Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
"Off Toyin, Toyin Street Ikeja Lagos",2.0,2.0,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
Valley View Estate Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Issac John Ikeja Gra Ikeja Lagos,3.0,3.0,,,Flat Apartment FOR Rent,35000000,propertypro_mainland
Very Close To Pen Cinema Bustop Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Very Close To Pen Cinema Bustop Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Shonibare Estate Ikeja Gra Ikeja Lagos,4.0,4.0,,,House FOR Rent,30000000,propertypro_mainland
Ikeja Gra Ikeja Lagos,4.0,5.0,,,House FOR Rent,23000000,propertypro_mainland
Adekunle Fajuyi Ikeja Gra Ikeja Lagos,,,,226.0,Land FOR Rent,1000000000,propertypro_mainland
Akora Estate Adeniyi Jones Ikeja Lagos,,,,0.0,Land FOR Rent,700000000,propertypro_mainland
River Valley Estate Ojodu Lagos,,,,0.0,Land FOR Rent,1200000000,propertypro_mainland
Alausa Ikeja Lagos,,,,300.0,Land FOR Rent,800000000,propertypro_mainland
Ikeja Gra Ikeja Lagos,,,,62.0,Land FOR Rent,1800000000,propertypro_mainland
Aguda Surulere Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Ajao Estate Isolo Lagos,1.0,,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Gowon Estate Egbeda Alimosho Lagos,3.0,3.0,,,House FOR Rent,3000000,propertypro_mainland
Off International Airport Road Ajao Estate Isolo Lagos,1.0,,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Oke Ira Ogba Lagos,3.0,,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Surulere Lagos,3.0,,,,Flat Apartment FOR Rent,6000000,propertypro_mainland
Kilo Marsha Surulere Lagos,3.0,,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Alaka Estate Surulere Lagos,3.0,,,,Flat Apartment FOR Rent,6000000,propertypro_mainland
Magodo Gra Phase 2 Kosofe/ikosi Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,140000,propertypro_mainland
Ikeja Gra Ikeja Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,210000,propertypro_mainland
Omole Phase 2 Ojodu Lagos,5.0,,,,House FOR Rent,25000000,propertypro_mainland
Awolowo Way Ikeja Lagos,,,,,Commercial Property FOR Rent,18000000,propertypro_mainland
Allen Avenue Ikeja Lagos,9.0,,,,House FOR Rent,18000000,propertypro_mainland
Ikeja Gra Ikeja Lagos,,,,300.0,Commercial Property FOR Rent,60000000,propertypro_mainland
Omole Phase 2 Ojodu Lagos,5.0,5.0,,,House FOR Rent,15000000,propertypro_mainland
"Mende, Maryland Maryland Lagos",4.0,4.0,,,House FOR Rent,13000000,propertypro_mainland
"Puposola Road, New Oko Oba Abule Egba Lagos",,,,,Land FOR Rent,7000000,propertypro_mainland
Ikeja Gra Ikeja Lagos,3.0,3.0,,,House FOR Rent,25000000,propertypro_mainland
Gra Ikeja Lagos,5.0,5.0,,,House FOR Rent,28000000,propertypro_mainland
"Ikeja Gra, Ikeja, Lagos Ikeja Gra Ikeja Lagos",6.0,6.0,,,House FOR Rent,30000000,propertypro_mainland
"Ikeja, Lagos Ikeja Lagos",,,,,Commercial Property FOR Rent,30000000,propertypro_mainland
Gbagada Lagos Gbagada Lagos,4.0,4.0,,,House FOR Rent,249000000,propertypro_mainland
"Alimosho Lga, Egbe Ikotun Igando Lagos",,5.0,,,Commercial Property FOR Rent,30000,propertypro_mainland
"Magodo Phase 2, Magodo Gra Phase 1 Ojodu Lagos",4.0,5.0,,,House FOR SALE,300000000,propertypro_mainland
Shonny Highway Ikeja Gra Ikeja Lagos,3.0,3.0,,,Flat Apartment FOR Rent,15000000,propertypro_mainland
"Magodo Phase 2, Magodo Gra Phase 1 Ojodu Lagos",4.0,5.0,,,House FOR SALE,300000000,propertypro_mainland
Airport Junction Ajao Estate Isolo Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3500000,propertypro_mainland
"Valley View, Egbeda Alimosho Lagos",2.0,2.0,,,Flat Apartment FOR Rent,2200000,propertypro_mainland
Remax Estate Merian Abule Egba Lagos,2.0,,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
"Ilasa, Iyana Isolo Isolo Lagos",,,,,Commercial Property FOR Rent,4500,propertypro_mainland
Magodo Gra Phase 2 Kosofe/ikosi Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,140000,propertypro_mainland
Dopemu Cement Ikeja Dopemu Agege Lagos,2.0,3.0,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Ikeja Gra Ikeja Lagos,2.0,,,,Flat Apartment FOR Rent,10000000,propertypro_mainland
"Valle Viejo Estate, Egbeda Alimosho Lagos",2.0,2.0,,,Flat Apartment FOR Rent,1800000,propertypro_mainland
Ajao Estate Isolo Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1700000,propertypro_mainland
Airport Junction Ajao Estate Isolo Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3500000,propertypro_mainland
Harmony Estate Iyanaipaja Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,600000,propertypro_mainland
Anino Ajayi Estate Agbele Ekoro Abulegba Egbeda Alimosho Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Awuse Estate Opebi Ikeja Lagos,4.0,,,,House FOR Rent,15000000,propertypro_mainland
"Awuse Estate, Opebi Ikeja Lagos",4.0,,,,House FOR Rent,18000000,propertypro_mainland
Shobowale Street Iyanaipaja Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,500000,propertypro_mainland
Alakuko Abule Egba Lagos,,,,,Flat Apartment FOR Rent,800000,propertypro_mainland
Cement Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,900000,propertypro_mainland
"Heritage Estate Aboru Iyanaipaja, Egbeda Alimosho Lagos",1.0,2.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Fagba Fagba Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Anino Ajayi Estate Agbele Ekoro Abulegba Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Magodo Gra Phase 2 Kosofe Ikosi Lagos,4.0,,,,House FOR Rent,18000000,propertypro_mainland
Magodo Brooks Ojodu Lagos,5.0,,,,House FOR Rent,20000000,propertypro_mainland
Oniwayi Cement Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,900000,propertypro_mainland
Cement Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1300000,propertypro_mainland
Cement Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Akinola Aboru Iyanapipaja Walkable To The Bustop Egbeda Alimosho Lagos,2.0,2.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Peace Estate Aboru Egbeda Alimosho Lagos,2.0,2.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Oregun Ikeja Lagos,,,,,Commercial Property FOR Rent,14000000,propertypro_mainland
Apapa Ilassa Express Way Oshodi Expressway Oshodi Lagos,,,,,Commercial Property FOR Rent,45000,propertypro_mainland
Harmony Estate Iyanaipaja Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,600000,propertypro_mainland
Off Adebowale Ojodu Lagos,3.0,,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Okeira Ifako Ogba Ogba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,1600000,propertypro_mainland
Okeira Ifako Ogba Ogba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Okeira Ajayi Road Ogba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Obawole Ifako Ogba Ogba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Okeira Ajayi Road Ogba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
Obawole Ifako Ogba Ogba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Ifako Gbagada Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1100,propertypro_mainland
Allen Avenue Ikeja Lagos,3.0,2.0,,,House FOR Rent,4500,propertypro_mainland
Ikeja Gra Ikeja Lagos,4.0,5.0,,,House FOR Rent,25000000,propertypro_mainland
Adekunle Yaba Lagos,,,,,Commercial Property FOR Rent,3500000,propertypro_mainland
Alagomeji Yaba Lagos,2.0,3.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Randle Avenue Surulere Lagos,1.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Kfarms Ogba Lagos,1.0,2.0,,,Flat Apartment FOR Rent,1800000,propertypro_mainland
Olaniyi Road New Oko Oba Abule Egba Lagos,1.0,2.0,,,House FOR Rent,1200000,propertypro_mainland
"Hamadiya, Ojokoro Abule Egba Lagos",2.0,3.0,,,House FOR Rent,1800000,propertypro_mainland
Olaniyi New Oko Oba Abule Egba Lagos,2.0,3.0,,,House FOR Rent,1500000,propertypro_mainland
Off Jibowu New Oko Oba Abule Egba Lagos,2.0,3.0,,,House FOR Rent,2000000,propertypro_mainland
Olaniyi Street New Oko Oba Abule Egba Lagos,3.0,4.0,,,House FOR Rent,1800000,propertypro_mainland
Maplewood Estate Oko Oba Agege Lagos,2.0,3.0,,,House FOR Rent,5000000,propertypro_mainland
"Eze Estate, Aboru Ayobo Ipaja Lagos",3.0,4.0,,,House FOR Rent,2500000,propertypro_mainland
Olaniyi Road New Oko Oba Abule Egba Lagos,1.0,2.0,,,Flat Apartment FOR Rent,900000,propertypro_mainland
Allen Avenue Ikeja Lagos,,,,,Commercial Property FOR Rent,8000000,propertypro_mainland
Opebi Ikeja Lagos,,,,,Commercial Property FOR Rent,20000000,propertypro_mainland
Oregun Ikeja Lagos,,,,,Commercial Property FOR Rent,20000000,propertypro_mainland
Pedro Road Shomolu Lagos,,,,,Commercial Property FOR Rent,2500000,propertypro_mainland
Ojuelegba Surulere Lagos,3.0,3.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Abule Oja Yaba Lagos,,,,,Flat Apartment FOR Rent,800000,propertypro_mainland
Omole Phase 2 Ojodu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Ojodu Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Pedro Road Shomolu Lagos,,,,,Commercial Property FOR Rent,3000000,propertypro_mainland
Deeper Life Church Axis Ifako Gbagada Gbagada Lagos,,,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Folagoro Akoka Yaba Lagos,,,,,Commercial Property FOR Rent,2000000,propertypro_mainland
Off Adelabu Adelabu Surulere Lagos,,,,,Commercial Property FOR Rent,2000000,propertypro_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Ojodu Lagos,3.0,3.0,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Bode Thomas Surulere Lagos,,,,,Commercial Property FOR Rent,5000000,propertypro_mainland
Off College Road Ogba Lagos,4.0,4.0,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Sweet Sensation Eatery Axis Alagomeji Yaba Lagos,,,,,Commercial Property FOR Rent,2500000,propertypro_mainland
College Road Ogba Bus Stop Ogba Lagos,,,,,Commercial Property FOR Rent,6000000,propertypro_mainland
Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,160000000,propertypro_mainland
Adekunle Yaba Lagos,,,,,Commercial Property FOR Rent,4000000,propertypro_mainland
Adekunle Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,900000,propertypro_mainland
Medina Gbagada Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
Ojodu Lagos,,,,,Commercial Property FOR Rent,2000000,propertypro_mainland
Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3000000,propertypro_mainland
Yaba Lagos,,,,,Flat Apartment FOR Rent,600000,propertypro_mainland
"Off College Road, Ogba Lagos",1.0,1.0,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
"Olamide Baddo, Gbagada Phase 1 Gbagada Lagos",1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Ayoola Coker Gra Ikeja Ikeja Gra Ikeja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Ayoola Coker Gra Ikeja Ikeja Gra Ikeja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Ayoola Coker Ikeja Gra Ikeja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,13000000,propertypro_mainland
Mobolaji Bank Anthony Way Ikeja Lagos,1.0,1.0,,,House FOR Rent,1000000,propertypro_mainland
Maryland Ikeja Lagos,5.0,,,,Commercial Property FOR Rent,15000000,propertypro_mainland
Idiroko Bus Stop Maryland Lagos,,,,650.0,Land FOR Rent,15000000,propertypro_mainland
Obafemi Awolowo Way Ikeja Lagos,,,,,Commercial Property FOR Rent,25000000,propertypro_mainland
Awolowo Way Ikeja Lagos,5.0,,,,House FOR Rent,18000000,propertypro_mainland
Ikeja Lagos,3.0,,,,Commercial Property FOR Rent,75000000,propertypro_mainland
Ogba Bus Stop Ogba Lagos,2.0,,,,Commercial Property FOR Rent,2000000,propertypro_mainland
"Kirikiri Industrial Estate, Apapa Lagos",,,,847.0,Land FOR Rent,139617500,propertypro_mainland
"Hughes Avenue, Alagomeji Yaba Lagos",,,,,Commercial Property FOR Rent,80000,propertypro_mainland
Omole Phase 1 Ikeja Lagos Ikeja Lagos,5.0,6.0,,,House FOR SALE,600000000,propertypro_mainland
Ogba Bus Stop Ogba Lagos,,,,,Commercial Property FOR Rent,9000000,propertypro_mainland
Magodo Brooks Estate Kosofe Ikosi Lagos,5.0,,,,House FOR Rent,20000000,propertypro_mainland
Ogba Bus Stop Ogba Lagos,,,,,Commercial Property FOR Rent,35000,propertypro_mainland
Oregun Ikeja Lagos,,,,,Commercial Property FOR Rent,20000000,propertypro_mainland
Ikeja Lagos,3.0,,,,Commercial Property FOR Rent,3000000,propertypro_mainland
Maryland Ikeja Lagos,1.0,,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Maryland Ikeja Lagos,2.0,,,,Flat Apartment FOR Rent,5000000,propertypro_mainland
Opebi Ikeja Lagos,,,,,Commercial Property FOR Rent,100000000,propertypro_mainland
"Adekunle Fajuyi Way, Ikeja Gra Ikeja Lagos",,,,,Commercial Property FOR Rent,150000000,propertypro_mainland
Anthony Village Maryland Lagos,3.0,,,,Commercial Property FOR Rent,12000000,propertypro_mainland
Ogba Bus Stop Ogba Lagos,,,,,Commercial Property FOR Rent,30000000,propertypro_mainland
Ikorodu Road Shomolu Lagos,4.0,,,,Commercial Property FOR Rent,6000000,propertypro_mainland
Ikeja Gra Ikeja Lagos,3.0,,,,Flat Apartment FOR Rent,20000000,propertypro_mainland
Obanikoro Shomolu Lagos,4.0,,,,House FOR Rent,12000000,propertypro_mainland
"Magodo Brooks Estate, Magodo Gra Phase 1 Ojodu Lagos",5.0,,,,House FOR Rent,20000000,propertypro_mainland
Anthony Village Maryland Lagos,3.0,,,,Commercial Property FOR Rent,60000000,propertypro_mainland
Ikeja Gra Ikeja Lagos,3.0,,,,Flat Apartment FOR Rent,20000000,propertypro_mainland
"Itele Close, Ayobo Ipaja Lagos",3.0,3.0,,,Flat Apartment FOR Rent,500000,propertypro_mainland
"Itele Close, Ayobo Ipaja Lagos",1.0,1.0,,,Flat Apartment FOR Rent,250000,propertypro_mainland
Itele Close Ayobo Ipaja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,100000,propertypro_mainland
Idi Olowo Mushin Lagos,2.0,,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Jakande Estate Isolo Lagos,2.0,,,,House FOR Rent,2000000,propertypro_mainland
Shogunle Oshodi Lagos,1.0,,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Onike Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,propertypro_mainland
Mafoluku Oshodi Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Alagomeji Yaba Lagos,,,,,Flat Apartment FOR Rent,6000000,propertypro_mainland
Fagbile Estate Ijegun Ikotun Igando Lagos,1.0,1.0,,,Flat Apartment FOR Rent,800000,propertypro_mainland
Ikeja Gra Ikeja Lagos,,,,,Flat Apartment FOR Rent,18000000,propertypro_mainland
Bucknor Isolo Lagos,3.0,,,,Flat Apartment FOR Rent,2500000,propertypro_mainland
Bucknor Isolo Lagos,3.0,,,,House FOR Rent,2000000,propertypro_mainland
Isheri Osun After Bucknor Bucknor Isolo Lagos,1.0,1.0,,,Flat Apartment FOR Rent,800000,propertypro_mainland
"K Farm Estate, Ogba Lagos",1.0,1.0,,,Flat Apartment FOR Rent,2000000,propertypro_mainland
Kudeibu Estate Ijegun Ikotun Igando Lagos,1.0,1.0,,,Flat Apartment FOR Rent,700000,propertypro_mainland
Jakande Estate Isolo Lagos,,,,,House FOR Rent,4000000,propertypro_mainland
Off Mass Burial Road Oke Afa Isolo Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,propertypro_mainland
"Off Market Road, Shomolu Lagos",,,,,Flat Apartment FOR Rent,1000000,propertypro_mainland
Idi Olowo Mushin Lagos,1.0,,,,Flat Apartment FOR Rent,1500000,propertypro_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4500000,propertypro_mainland
Anthony Village Maryland Lagos,,,,,House FOR Rent,3000000,propertypro_mainland
Magodo Gra Phase 2 Kosofe/ikosi Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,140000,propertypro_mainland
Mende Maryland Lagos,3.0,,,,Flat Apartment FOR Rent,6000000,propertypro_mainland
"Sabo Alagomej, Yaba Lagos",3.0,3.0,,,Commercial Property FOR Rent,6000000,propertypro_mainland
"By Herbert Macaulay Way, Yaba Lagos",,,,,Commercial Property FOR Rent,1500000,propertypro_mainland
"Alagomeji Sabo, Yaba, Lagos Sabo Yaba Lagos",,,,,Commercial Property FOR Rent,8500000,propertypro_mainland
